Price,Kilometer,Engine,Max Power,Max Torque,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Car_Age,Fuel Type_CNG + CNG,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_LPG,Fuel Type_Petrol,Fuel Type_Petrol + CNG,Fuel Type_Petrol + LPG,Transmission_Manual,Owner_First,Owner_Fourth,Owner_Second,Owner_Third,Owner_UnRegistered Car,Drivetrain_FWD,Drivetrain_RWD,Seller Type_Corporate,Seller Type_Individual,Kilometer_Category_Moderate_Mileage,Kilometer_Category_High_Mileage
-0.6492428987665769,1.2384782843936941,-0.7218931289426429,-0.6140518898827965,-0.9334321649471486,0.41384115188109627,0.2895480225988698,0.29799426934097406,0.49999999999999994,0.23529411764705882,-0.25099822709652825,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True
-0.7110037114288773,0.7966622548955818,-0.6283191543863699,-0.8899192451898333,-0.23607174297975494,0.41616349280074316,0.31073446327683607,0.3696275071633237,0.49999999999999994,0.31764705882352945,0.6515947330672003,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True
-0.9692762007439513,0.5057545811519688,-0.7237646084337683,-0.7838164162255884,-0.9010445085101223,0.22573153738968887,0.1694915254237288,0.36246418338108866,0.49999999999999994,0.23529411764705882,1.5541876932309286,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True
-0.31910328198991716,-0.5669674657776045,-0.7237646084337683,-0.7201547188470414,-0.8989946132450551,0.41616349280074316,0.3813559322033897,0.3051575931232091,0.49999999999999994,0.25882352941176473,-0.8527268672056806,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False
0.97338208845204,0.578481499587872,1.514524862952283,0.6804026234809916,1.081164609625322,0.7598699489084999,0.5014124293785307,0.7134670487106018,0.8333333333333333,0.4705882352941177,-0.5518625471511044,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True
-0.4583458414467397,0.7353898261133334,-0.39438421799568724,-0.5291696267114006,-0.7526350185111577,0.6460752438457966,0.36016949152542344,0.2693409742120343,0.49999999999999994,0.32941176470588235,-0.25099822709652825,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True
0.9161118483322223,-0.22151460320706395,0.7621901075198476,1.380681294645008,0.7109609288278168,0.7111007895959127,0.4265536723163841,0.19340974212034379,0.49999999999999994,0.411764705882353,0.3507304130126241,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False
1.7594287950631347,0.7966622548955818,0.7696760254843494,1.529225255194951,1.5718997213801547,0.6223873664653969,0.4887005649717513,0.45128939828080217,0.49999999999999994,0.4235294117647059,-0.25099822709652825,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
0.34454472316316426,0.10575652975450077,0.40099456573263365,1.295799031473612,0.2804915325516478,0.7296795169530887,0.47881355932203373,0.2564469914040113,0.49999999999999994,0.411764705882353,-0.25099822709652825,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False
-0.5706382281054675,1.1602968470750983,-0.22969402277664666,-0.6777135872613435,-0.14997786372452113,0.5722248026010219,0.49011299435028244,0.5358166189111748,0.49999999999999994,0.411764705882353,0.3507304130126241,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True
